console,game,rank,publisher,critic_score,units_sold,release_date
GBA,Monster Trucks,128,Majesco,,,2004-11-16
GBA,Harvest Moon: Friends of Mineral Town,129,Natsume,7.6,,2003-11-17
GBA,Shrek 2: Beg for Mercy,130,Activision,,,2004-10-27
GBA,Tony Hawk's Pro Skater 4,131,Activision,,,2002-10-28
GBA,Spyro Orange: The Cortex Conspiracy,132,Vivendi Games,,,2004-06-03
GBA,The Incredible Hulk,133,Universal Interactive,6.0,,2003-05-27
GBA,Ms. Pac-Man Maze Madness,134,"Destination Software, Inc",,,2004-11-03
GBA,The Lord of the Rings: The Return of the King,135,Electronic Arts,7.4,,2003-11-05
GBA,Classic NES Series: Dr. Mario,136,Nintendo,,,2004-10-25
GBA,Yu-Gi-Oh! World Championship Tournament 2004,137,Konami,,,2004-02-10
GBA,Backyard NFL Football,138,Infogrames,,,2002-09-25
GBA,Barbie Groovy Games,139,Universal Interactive,3.0,,2002-09-04
GBA,Yu-Gi-Oh! Reshef of Destruction,140,Konami,,,2004-06-29
GBA,Mega Man Zero,141,Capcom,,,2002-09-09
GBA,SpongeBob SquarePants: SuperSponge,142,THQ,,,2001-11-05
GBA,Tak and the Power of Juju,143,THQ,,,2003-10-15
GBA,The Fairly Odd Parents: Breakin' Da Rules,144,THQ,,,2003-11-03
GBA,Mega Man Battle Network 2,145,Capcom,,,2002-06-17
GBA,Bratz: Rock Angelz,146,THQ,,,2005-01-01
GBA,SpongeBob SquarePants: Game Boy Advance Video Volume 2,147,Majesco,,,2004-05-14
GBA,Mario Tennis: Power Tour,148,Nintendo,,,2005-12-05
GBA,That's So Raven 2: Supernatural Style,149,Buena Vista,,,2005-08-21
GBA,Tony Hawk's Pro Skater 3,150,Activision,,,2002-03-04
GBA,Harry Potter and the Prisoner of Azkaban,151,Electronic Arts,7.0,,2004-05-25
GBA,"SpongeBob SquarePants: Lights, Camera, Pants!",152,THQ,,,2005-10-21
GBA,Disney's Kim Possible: Revenge of Monkey Fist,153,Disney Interactive Studios,5.0,,2002-11-13
GBA,Dragon Ball Z: Supersonic Warriors,154,Atari,7.1,,2004-06-22
GBA,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,155,THQ,,,2004-09-13
GBA,Castlevania: Circle of the Moon,156,Konami,8.9,500000.0,2001-06-10
GBA,Tactics Ogre: The Knight of Lodis,157,Atlus,8.5,,2002-05-11
GBA,Tony Hawk's Underground 2,158,Activision,,,2004-10-04
GBA,Power Rangers: Dino Thunder,159,THQ,,,2004-09-22
GBA,Madagascar: Operation Penguin,160,Activision,,,2005-11-07
GBA,Need for Speed: Porsche Unleashed,161,"Destination Software, Inc",,,2004-03-15
GBA,Kouchuu Ouja Mushi King,162,Sega,,480000.0,2005-06-23
GBA,Midnight Club: Street Racing,163,"Destination Software, Inc",,,2001-11-14
GBA,Densetsu no Stafi,164,Nintendo,,,2002-09-06
GBA,Pirates of the Caribbean: Dead Man's Chest,165,Buena Vista,,,2006-06-27
GBA,Kong: The 8th Wonder of the World,166,Ubisoft,,,2005-11-21
GBA,Iridion 3D,167,Majesco,5.6,,2001-05-29
GBA,Classic NES Series: Pac-Man,168,Nintendo,5.7,,2004-06-02
GBA,Dragon Ball Z: Collectible Card Game,169,Infogrames,6.0,,2002-05-29
GBA,Disney's Kim Possible 3: Team Possible,170,Disney Interactive Studios,9.0,,2005-08-21
GBA,Stuart Little 2,171,Activision,,,2002-07-12
GBA,Tak 2: The Staff of Dreams,172,THQ,,,2004-10-11
GBA,Scooby-Doo,173,THQ,,,2001-11-15
GBA,Rugrats: Castle Capers,174,THQ,,,2001-09-24
GBA,Crash Nitro Kart,175,Vivendi Games,7.7,,2003-11-11
GBA,Mother 1+2,176,Nintendo,,,2003-06-20
GBA,2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,177,THQ,,,2005-03-04
GBA,Yu-Gi-Oh! Destiny Board Traveler,178,Konami,,,2004-10-26
GBA,Pokémon Pinball: Ruby & Sapphire (JP weekly sales),179,Nintendo,,,2003-08-26
GBA,Tekken Advance,180,Namco,8.3,,2002-01-28
GBA,Hot Wheels: Stunt Track Challenge,181,THQ,5.3,,2004-11-10
GBA,Mario Golf: Advance Tour,182,Nintendo,,,2004-06-22
GBA,Densetsu no Stafi 2,183,Nintendo,,,2003-09-05
GBA,Scooby-Doo! Mystery Mayhem,184,THQ,,,2003-09-10
GBA,Battlebots: Design & Destroy,185,Majesco,4.0,,2003-08-31
GBA,Power Rangers: S.P.D.,186,THQ,,,2005-09-08
GBA,Classic NES Series: Metroid,187,Nintendo,,,2004-10-25
GBA,Need for Speed Underground 2,188,Electronic Arts,6.5,,2004-11-15
GBA,Nicktoons Unite!,189,THQ,,,2005-10-27
GBA,The Powerpuff Girls: Him and Seek,190,BAM! Entertainment,,,2002-10-29
GBA,Mega Man Zero 2,191,Capcom,,,2003-10-14
GBA,The Fairly Odd Parents: Game Boy Advance Video Volume 1,192,Majesco,,,2004-05-14
GBA,Backyard Baseball,193,Atari,,,2002-05-30
GBA,Mega Man Battle Network,194,Capcom,,,2001-10-30
GBA,Famicom Mini: Super Mario Bros. 2,195,Nintendo,,,2004-08-10
GBA,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,196,Konami,,,2005-02-15
GBA,Star Wars Trilogy: Apprentice of the Force,197,Ubisoft,,,2004-09-21
GBA,Lemony Snicket's A Series of Unfortunate Events,198,Activision,,,2004-11-10
GBA,The Fairly Odd Parents: Game Boy Advance Video Volume 2,199,Majesco,,,2004-05-14
GBA,Jimmy Neutron: Boy Genius,200,THQ,,,2001-11-09
GBA,Dexter's Laboratory Deesaster Strikes,201,BAM! Entertainment,6.5,,2001-09-26
GBA,Scooby-Doo and the Cyber Chase,202,THQ,,,2001-12-31
GBA,Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),203,Konami,,,2001-07-05
GBA,The Incredibles: Rise of the Underminer,204,THQ,,,2005-11-01
GBA,Rocket Power: Dream Scheme,205,THQ,,,2001-11-03
GBA,Mother 3,206,Nintendo,,,2006-04-20
GBA,Nicktoons: Freeze Frame Frenzy,207,THQ,,,2004-09-27
GBA,Disney's Brother Bear,208,THQ,,,2003-11-04
GBA,Fire Emblem: Fuuin no Tsurugi,209,Nintendo,,,2002-03-29
GBA,Madden NFL 2005,210,EA Sports,,,2004-08-09
GBA,The Sims 2,211,Electronic Arts,,,2005-10-24
GBA,Harry Potter: Quidditch World Cup,212,Electronic Arts,4.9,,2003-10-28
GBA,The Cat in the Hat,213,Jack of All Games,,,2005-04-26
GBA,Ice Age,214,Ubisoft,4.2,,2002-03-18
GBA,Disney's Lilo & Stitch 2: Hamsterveil Havoc,215,Buena Vista,,,2004-10-12
GBA,Barbie Horse Adventures: Blue Ribbon Race,216,Knowledge Adventure,,,2003-09-17
GBA,Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,217,Square Enix,,,2003-11-14
GBA,Hamtaro: Ham-Ham Heartbreak,218,Nintendo,8.0,,2003-04-08
GBA,Cubix Robots for Everyone: Clash 'n' Bash,219,10TACLE Studios,,,2002-06-24
GBA,Shaun Palmer's Pro Snowboarder,220,Activision,,,2001-11-27
GBA,Hamster Club 3,221,Jorudan,,,2002-03-29
GBA,Super Robot Taisen A,222,Banpresto,,,2001-09-21
GBA,Backyard Baseball 2006,223,Atari,,,2005-03-16
GBA,Disney's Tarzan: Return to the Jungle,224,Activision,6.9,,2002-09-14
GBA,Star Wars: Flight of the Falcon,225,THQ,,,2003-11-18
GBA,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,226,THQ,5.5,,2003-09-24
GBA,Risk / Battleship / Clue,227,DSI Games,,,2005-08-21
GBA,The Wild Thornberrys Movie,228,THQ,,,2002-11-13
GBA,Classic NES Series: Ice Climber,229,Nintendo,,,2004-06-02
GBA,Driver 2 Advance,230,Atari,6.8,,2002-10-22
GBA,The Fairly Odd Parents: Shadow Showdown,231,THQ,,,2004-09-20
GBA,Herbie: Fully Loaded,232,Buena Vista,5.0,,2005-07-12
GBA,Banjo-Kazooie: Grunty's Revenge,233,THQ,6.6,,2003-09-10
GBA,Shrek SuperSlam,234,Activision,,,2005-10-25
GBA,Classic NES Series: Castlevania,235,Nintendo,7.4,,2004-10-25
GBA,GT Advance Championship Racing,236,THQ,7.5,,2001-06-08
GBA,Spy Kids 3-D: Game Over,237,Disney Interactive Studios,,,2003-06-30
GBA,Power Rangers: Ninja Storm,238,THQ,,,2003-09-05
GBA,Dr. Mario / Puzzle League,239,Nintendo,7.5,,2005-11-28
GBA,Teenage Mutant Ninja Turtles 2: Battle Nexus,240,Konami,,,2004-10-19
GBA,Fortress,241,Majesco,6.6,,2001-08-13
GBA,Cartoon Network Collection: Game Boy Advance Video Platinum Edition,242,Majesco,,,2005-04-15
GBA,SpongeBob SquarePants: Double Pack,243,THQ,,,2005-03-08
GBA,"Ed, Edd n Eddy: Jawbreakers!",244,BAM! Entertainment,5.0,,2002-09-15
GBA,Sega Smash Pack,245,THQ,,,2002-09-23
GBA,Madden NFL 2002,246,EA Sports,,,2001-11-20
GBA,Tales of Phantasia,247,Nintendo,7.0,310000.0,2006-03-06
GBA,Madden NFL 2004,248,EA Sports,,,2003-08-12
GBA,2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,249,THQ,,,2005-01-18
GBA,Mega Man Battle Network 2,250,Ubisoft,,,2002-10-18
DS,New Super Mario Bros.,1,Nintendo,9.1,30800000.0,2006-05-15
DS,Nintendogs,2,Nintendo,8.4,23960000.0,2005-08-23
DS,Mario Kart DS,3,Nintendo,9.1,23600000.0,2005-11-14
DS,Brain Age: Train Your Brain in Minutes a Day,4,Nintendo,8.1,19010000.0,2006-04-17
DS,Pokémon Diamond / Pearl Version,5,Nintendo,8.6,17670000.0,2007-04-28
DS,Pokémon Black / White Version,6,Nintendo,8.6,15640000.0,2011-03-06
DS,Brain Age 2: More Training in Minutes a Day,7,Nintendo,8.0,14880000.0,2007-08-20
DS,Pokémon Heart Gold / Soul Silver Version,8,Nintendo,8.6,12720000.0,2010-03-14
DS,Animal Crossing: Wild World,9,Nintendo,8.5,11750000.0,2005-12-05
DS,Super Mario 64 DS,10,Nintendo,8.6,11060000.0,2004-11-20
DS,Mario Party DS,11,Nintendo,7.1,9310000.0,2007-11-19
DS,Pokémon Black 2 and White 2,12,Nintendo,8.0,8520000.0,2012-10-07
DS,Pokémon Platinum Version,13,Nintendo,8.3,7600000.0,2009-03-22
DS,Big Brain Academy,14,Nintendo,7.7,6150000.0,2006-06-05
DS,Cooking Mama,15,Majesco,6.6,,2006-09-12
DS,Dragon Quest IX: Sentinels of the Starry Skies,16,Nintendo,8.6,5500000.0,2010-07-11
DS,Mario & Sonic at the Olympic Games,17,Sega,7.0,,2008-01-22
DS,Pokémon Mystery Dungeon: Explorers of Time / Darkness,18,Nintendo,6.4,4880000.0,2008-04-20
DS,LEGO Star Wars: The Complete Saga,19,LucasArts,7.8,,2007-11-06
DS,The Legend of Zelda: Phantom Hourglass,20,Nintendo,9.1,4760000.0,2007-10-02
DS,Mario & Luigi: Bowser's Inside Story,21,Nintendo,9.1,4560000.0,2009-09-14
DS,Professor Layton and the Curious Village,22,Nintendo,8.7,4490000.0,2008-02-10
DS,English Training: Have Fun Improving Your Skills!,23,Nintendo,,3910000.0,2006-10-27
DS,Professor Layton and the Diabolical Box,24,Nintendo,8.5,3880000.0,2009-08-24
DS,Tomodachi Collection,25,Nintendo,,3760000.0,2009-06-18
DS,MySims,26,Electronic Arts,6.7,,2007-09-18
DS,Cooking Mama 2: Dinner With Friends,27,Majesco,6.9,,2007-11-13
DS,Pokémon Mystery Dungeon: Blue Rescue Team,28,Nintendo,6.3,3490000.0,2006-09-18
DS,Mario & Sonic at the Olympic Winter Games,29,Sega,7.6,,2009-10-13
DS,Guitar Hero: On Tour,30,Activision,7.1,,2008-06-22
DS,Yoshi's Island DS,31,Nintendo,8.2,3360000.0,2006-11-13
DS,Flash Focus: Vision Training in Minutes a Day,32,Nintendo,6.1,3230000.0,2007-10-15
DS,Personal Trainer: Cooking,33,Nintendo,8.4,3180000.0,2008-11-24
DS,Club Penguin: Elite Penguin Force,34,Disney Interactive Studios,7.0,,2008-11-25
DS,LEGO Batman: The Videogame,35,Warner Bros. Interactive,7.8,,2008-09-23
DS,Rhythm Heaven,36,Nintendo,8.5,3040000.0,2009-04-05
DS,Professor Layton and the Unwound Future,37,Nintendo,8.4,3020000.0,2010-09-12
DS,Sonic Rush,38,Sega,7.8,3000000.0,2005-11-15
DS,Kirby Super Star Ultra,39,Nintendo,7.3,2990000.0,2008-09-22
DS,Style Savvy,40,Nintendo,7.6,2980000.0,2009-11-02
DS,Mario vs. Donkey Kong: Mini-Land Mayhem!,41,Nintendo,7.8,2980000.0,2010-11-14
DS,The Legend of Zelda: Spirit Tracks,42,Nintendo,8.7,2960000.0,2009-12-07
DS,Pokémon Ranger,43,Nintendo,6.6,2930000.0,2006-10-30
DS,Imagine: Babyz,44,Ubisoft,3.5,,2007-10-23
DS,Imagine: Fashion Designer,45,Ubisoft,3.0,,2007-10-23
DS,Tetris DS,46,Nintendo,8.5,2740000.0,2006-03-20
DS,Hannah Montana,47,Buena Vista,6.5,,2006-10-10
DS,Clubhouse Games,48,Nintendo,8.3,2570000.0,2006-10-09
DS,WarioWare Touched!,49,Nintendo,7.8,2470000.0,2005-02-14
DS,Pokémon Ranger: Shadows of Almia,50,Nintendo,6.7,2350000.0,2008-11-10
DS,Art Academy,51,Nintendo,6.8,2330000.0,2010-10-25
DS,Final Fantasy III,52,Square Enix,7.4,2300000.0,2006-11-14
DS,LEGO Harry Potter: Years 1-4,53,Warner Bros. Interactive,8.0,,2010-06-29
DS,Kirby Squeak Squad,54,Nintendo,7.3,2270000.0,2006-12-06
DS,LEGO Indiana Jones: The Original Adventures,55,LucasArts,,,2008-06-03
DS,High School Musical: Makin' the Cut!,56,Disney Interactive Studios,7.3,,2007-08-14
DS,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,57,Level 5,,2150000.0,2010-07-01
DS,The Sims 2: Pets,58,Electronic Arts,4.8,,2006-10-31
DS,Professor Layton and the Last Specter,59,Nintendo,8.4,2060000.0,2011-10-17
DS,Toy Story 3: The Video Game,60,Disney Interactive Studios,,,2010-06-15
DS,Carnival Games,61,2K Play,,,2008-07-08
DS,Mario Hoops 3 on 3,62,Nintendo,7.1,2029999.9999999998,2006-09-11
DS,Dragon Quest Monsters: Joker 2,63,Nintendo,8.1,2000000.0,2011-09-19
DS,TouchMaster,64,Midway Games,6.9,,2007-06-25
DS,Inazuma Eleven 2: Blizzard / Firestorm,65,Level 5,,1960000.0,2009-10-09
DS,Dragon Quest Monsters: Joker,66,Square Enix,7.6,1900000.0,2007-11-06
DS,Sonic Classic Collection,67,Sega,7.5,,2010-03-02
DS,Phineas and Ferb,68,Disney Interactive Studios,,,2009-02-03
DS,Namco Museum DS,69,Namco Bandai,,1800000.0,2007-09-18
DS,Mario & Luigi: Partners in Time,70,Nintendo,8.8,1730000.0,2005-11-28
DS,Deal or No Deal,71,"Destination Software, Inc",,,2007-07-23
DS,Imagine: Teacher,72,Ubisoft,,,2008-08-12
DS,Kingdom Hearts 358/2 Days,73,Square Enix,7.5,1700000.0,2009-09-29
DS,Super Princess Peach,74,Nintendo,7.8,1700000.0,2006-02-27
DS,Dragon Quest VI: Realms of Revelation,75,Nintendo,7.6,1700000.0,2011-02-14
DS,Dragon Quest V: Hand of the Heavenly Bride,76,Square Enix,8.6,1700000.0,2009-02-17
DS,Ben 10: Protector of Earth,77,D3 Publisher,,,2007-10-30
DS,Cooking Mama 3: Shop & Chop,78,505 Games,,,2009-10-20
DS,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,79,Nintendo,,1680000.0,2006-10-26
DS,SpongeBob's Atlantis SquarePantis,80,THQ,,,2007-10-23
DS,Dragon Quest IV: Chapters of the Chosen,81,Square Enix,8.1,1600000.0,2008-09-16
DS,Diddy Kong Racing DS,82,Nintendo,5.1,1590000.0,2007-02-05
DS,Guitar Hero: On Tour Decades,83,Activision,,,2008-11-16
DS,Moshi Monsters: Moshling Zoo,84,Activision,,,2011-11-06
DS,High School Musical 3: Senior Year,85,Disney Interactive Studios,,,2008-10-21
DS,Hannah Montana: Music Jam,86,Disney Interactive Studios,,,2007-10-16
DS,MySims Kingdom,87,Electronic Arts,,,2008-10-28
DS,Practise English!,88,Nintendo,,1550000.0,2007-10-26
DS,Pokémon Ranger: Guardian Signs,89,Nintendo,6.5,1530000.0,2010-10-04
DS,Disney Fairies: Tinker Bell,90,Disney Interactive Studios,,,2008-10-28
DS,Mario vs. Donkey Kong 2: March of the Minis,91,Nintendo,7.7,1520000.0,2006-09-25
DS,The Simpsons Game,92,Electronic Arts,,,2007-10-30
DS,Sonic Colors,93,Sega,8.2,1500000.0,2010-11-16
DS,Pokémon Mystery Dungeon: Explorers of Sky,94,Nintendo,5.7,1490000.0,2009-10-12
DS,Bratz: Forever Diamondz,95,THQ,,,2006-09-18
DS,Drawn To Life: SpongeBob SquarePants Edition,96,THQ,,,2008-09-15
DS,LEGO Battles: Ninjago,97,Warner Bros. Interactive,5.0,,2011-04-12
DS,Tamagotchi Connection: Corner Shop,98,Bandai,,1480000.0,2006-01-31
DS,Imagine: Master Chef,99,Ubisoft,,,2007-10-23
DS,Super Scribblenauts,100,Warner Bros. Interactive,7.9,,2010-10-12
DS,Wall-E,101,THQ,,,2008-06-24
DS,My Word Coach,102,Ubisoft,,,2007-11-06
DS,Disney Princess: Magical Jewels,103,Disney Interactive Studios,,,2007-10-16
DS,Hello Kitty Party,104,Majesco,,,2009-11-23
DS,Bakugan: Battle Brawlers,105,Activision,6.4,,2009-10-20
DS,Personal Trainer: Math,106,Nintendo,,1370000.0,2009-01-12
DS,Gardening Mama,107,Majesco,6.6,,2009-03-31
DS,Grand Theft Auto: Chinatown Wars,108,Rockstar Games,9.5,,2009-03-17
DS,Petz Wild Animals: Dolphinz,109,Ubisoft,,,2007-10-16
DS,LEGO Battles,110,Warner Bros. Interactive,,,2009-06-10
DS,Imagine: Wedding Designer,111,Ubisoft,,,2008-11-04
DS,Kung Fu Panda,112,Activision,,,2008-06-03
DS,Ratatouille,113,THQ,7.0,,2007-06-26
DS,Cars 2,114,Disney Interactive Studios,6.5,,2011-06-21
DS,Transformers: Autobots / Decepticons,115,Activision,,,2007-06-19
DS,Kirby: Mass Attack,116,Nintendo,8.4,1220000.0,2011-09-19
DS,Final Fantasy IV,117,Square Enix,8.5,1200000.0,2008-07-21
DS,Sonic Rush Adventure,118,Sega,,1200000.0,2007-09-18
DS,LEGO Indiana Jones 2: The Adventure Continues,119,LucasArts,,,2009-11-17
DS,Mystery Case Files: MillionHeir,120,Nintendo,7.4,1180000.0,2008-09-08
DS,Inazuma Eleven 2: Kyoui no Shinryokusha - Fire / Blizzard,121,Level 5,,,2009-10-01
DS,High School Musical 2: Work This Out!,122,Disney Interactive Studios,,,2008-04-15
DS,Oshare Majo Love and Berry: DS Collection,123,Sega,,1120000.0,2006-11-22
DS,Plants vs. Zombies,124,PopCap Games,8.1,,2011-01-18
DS,LEGO Star Wars III: The Clone Wars,125,LucasArts,6.3,,2011-03-22
DS,Chrono Trigger,126,Square Enix,9.2,1100000.0,2008-11-25
DS,Super Monkey Ball: Touch & Roll,127,Sega,,1100000.0,2006-02-21
DS,Petz Dogz 2,128,Ubisoft,,,2007-11-14
DS,Tamagotchi Connection: Corner Shop 2,129,Namco Bandai,,1090000.0,2006-11-14
DS,Imagine: Babysitters,130,Ubisoft,,,2008-10-07
DS,Metroid Prime Hunters,131,Nintendo,8.4,1080000.0,2006-03-20
DS,LEGO Star Wars II: The Original Trilogy,132,LucasArts,4.9,,2006-09-12
DS,Imagine: Fashion Designer New York,133,Ubisoft,,,2008-10-13
DS,MySims Agents,134,Electronic Arts,,,2009-09-29
DS,Spore Creatures,135,Electronic Arts,7.2,,2008-09-07
DS,Call of Duty 4: Modern Warfare,136,Activision,7.3,,2007-11-05
DS,Dora the Explorer: Dora Saves the Mermaids,137,2K Play,,,2007-11-05
DS,Imagine: Animal Doctor,138,Ubisoft,,,2007-10-23
DS,Sonic & SEGA All-Stars Racing,139,Sega,8.3,,2010-02-23
DS,Final Fantasy XII: Revenant Wings,140,Square Enix,8.2,1040000.0,2007-11-20
DS,ZhuZhu Pets,141,Activision,,,2010-03-23
DS,Disney Fairies: Tinker Bell and the Lost Treasure,142,Disney Interactive Studios,,,2009-10-27
DS,Junior Brain Trainer,143,Take-Two Interactive,,,2009-11-03
DS,Pokémon Conquest,144,Nintendo,,,2012-06-18
DS,Petz: Catz 2,145,Ubisoft,,,2007-11-14
DS,Sekai no Gohan Shaberu! DS Oryouri Navi,146,Nintendo,,1010000.0,2008-12-04
DS,Scribblenauts,147,Warner Bros. Interactive,8.2,1000000.0,2009-09-15
DS,Apollo Justice: Ace Attorney,148,Capcom,8.0,,2008-02-19
DS,Puzzler Collection,149,Zoo Digital Publishing,,,2008-08-05
DS,Littlest Pet Shop: Winter,150,Electronic Arts,,,2008-10-14
DS,Zoo Tycoon DS,151,THQ,4.6,,2005-10-11
DS,Disney Tangled,152,Disney Interactive Studios,,,2010-11-23
DS,Cars,153,THQ,,,2006-06-06
DS,My Weight Loss Coach,154,Ubisoft,,,2008-06-24
DS,Mega Man Star Force Dragon / Leo / Pegasus,155,Capcom,,,2007-08-07
DS,Ben 10: Alien Force,156,D3 Publisher,,,2008-10-28
DS,The Sims 2,157,Electronic Arts,,,2005-10-24
DS,Kingdom Hearts Re:coded,158,Square Enix,6.8,,2011-01-11
DS,Monster High: Ghoul Spirit,159,THQ,,,2011-10-25
DS,Build-A-Bear Workshop,160,Game Factory,,,2007-11-05
DS,Phoenix Wright: Ace Attorney,161,Capcom,8.1,,2005-10-12
DS,LEGO Pirates of the Caribbean: The Video Game,162,Disney Interactive Studios,6.8,,2011-05-10
DS,TouchMaster 2,163,Midway Games,,,2008-10-21
DS,Call of Duty: World at War,164,Activision,7.4,,2008-11-10
DS,Fossil Fighters,165,Nintendo,6.9,,2009-08-10
DS,Star Wars: The Force Unleashed,166,LucasArts,,,2008-09-16
DS,Sonic Chronicles: The Dark Brotherhood,167,Sega,7.3,,2008-09-30
DS,Peppa Pig: The Game,168,Pinnacle,,,2008-11-28
DS,Wizards of Waverly Place,169,Disney Interactive Studios,,,2009-08-25
DS,FIFA Soccer 08,170,EA Sports,,,2007-10-09
DS,The Legendary Starfy,171,Nintendo,7.1,,2009-06-08
DS,Petz Dogz Fashion,172,Ubisoft,,,2008-06-17
DS,Harry Potter and the Order of the Phoenix,173,Electronic Arts,,,2007-06-25
DS,Scooby-Doo! First Frights,174,Warner Bros. Interactive,,,2009-09-22
DS,I Spy: Fun House,175,Scholastic Inc.,,,2007-08-29
DS,Imagine: Rock Star,176,Ubisoft,,,2008-06-17
DS,Disney's The Little Mermaid: Ariel's Undersea Adventure,177,Buena Vista,,,2006-10-02
DS,Battle of Giants: Dinosaurs,178,Ubisoft,,,2008-10-21
DS,Golden Sun: Dark Dawn,179,Nintendo,8.0,,2010-11-29
DS,Rayman Raving Rabbids 2,180,Ubisoft,,,2007-11-13
DS,Personal Trainer: Walking,181,Nintendo,,,2009-05-26
DS,Star Wars The Clone Wars: Jedi Alliance,182,LucasArts,,,2008-11-11
DS,Drawn to Life,183,THQ,,,2007-09-10
DS,Puzzler World,184,Atari,,,2009-12-08
DS,Tetris Party Deluxe,185,Majesco,,,2010-06-01
DS,Pokémon Dash,186,Nintendo,5.3,,2005-03-14
DS,My Baby Girl,187,SouthPeak Interactive,,,2008-11-04
DS,Spectrobes,188,Disney Interactive Studios,6.2,,2007-03-06
DS,Jump Ultimate Stars,189,Nintendo,,,2006-11-23
DS,Sega Superstars Tennis,190,Sega,6.2,,2008-03-18
DS,Madagascar: Escape 2 Africa,191,Activision,,,2008-11-04
DS,iCarly,192,Activision,,,2009-10-27
DS,My Little Pony: Pinkie Pie's Party,193,THQ,,,2008-09-22
DS,Harvest Moon DS: Island of Happiness,194,Natsume,,,2008-08-26
DS,Imagine: Interior Designer,195,Ubisoft,,,2008-11-04
DS,Rabbids Go Home,196,Ubisoft,8.8,,2009-11-03
DS,Kirby: Canvas Curse,197,Nintendo,8.9,,2005-06-13
DS,The Sims 2: Castaway,198,Electronic Arts,,,2007-10-22
DS,LEGO Batman 2: DC Super Heroes,199,Warner Bros. Interactive Entertainment,,,2012-06-26
DS,Ace Attorney Investigations: Miles Edgeworth,200,Capcom,7.7,,2010-02-16
DS,FIFA Soccer 11,201,EA Sports,7.0,,2010-09-28
DS,Hannah Montana: The Movie,202,Disney Interactive Studios,,,2009-04-07
DS,World of Zoo,203,THQ,,,2009-10-26
DS,The Sims 2: Apartment Pets,204,Electronic Arts,,,2008-08-26
DS,Lalaloopsy,205,Activision,,,2011-11-06
DS,LEGO Harry Potter: Years 5-7,206,Warner Bros. Interactive,,,2011-11-11
DS,Cars: Mater-National Championship,207,THQ,,,2007-10-29
DS,Final Fantasy Tactics A2: Grimoire of the Rift,208,Square Enix,8.1,670000.0,2008-06-24
DS,Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,209,Rocket Company,,,2006-09-28
DS,The Sims 3,210,Electronic Arts,7.5,,2010-10-26
DS,Fossil Fighters: Champions,211,Nintendo,,,2011-11-14
DS,100 Classic Books,212,Nintendo,4.0,,2010-06-14
DS,Final Fantasy Crystal Chronicles: Ring of Fates,213,Square Enix,7.7,,2008-03-11
DS,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,214,IE Institute,,,2006-11-09
DS,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,215,IE Institute,,,2006-11-09
DS,Hidden Objects: Mystery Stories,216,Navarre Corp,,,2010-07-20
DS,Peppa Pig: Fun and Games,217,Ubisoft,,,2010-03-26
DS,Club Penguin: Elite Penguin Force - Herbert's Revenge,218,Disney Interactive Studios,,,2010-05-25
DS,Wario: Master of Disguise,219,Nintendo,,,2007-03-05
DS,Crafting Mama,220,Majesco,,,2010-10-26
DS,Drawn to Life: The Next Chapter,221,THQ,7.4,,2009-10-27
DS,Paws & Claws: Pet Vet,222,THQ,,,2007-01-03
DS,Up,223,THQ,,,2009-05-26
DS,The Princess and the Frog,224,Disney Interactive Studios,,,2009-11-17
DS,Bolt,225,Disney Interactive Studios,,,2008-11-18
DS,Phoenix Wright: Ace Attorney - Trials and Tribulations,226,Capcom,7.9,,2007-10-23
DS,Harry Potter and the Half-Blood Prince,227,Electronic Arts,,,2009-06-30
DS,Battle of Giants: Dragons,228,Ubisoft,,,2009-09-29
DS,Dragon Quest Monsters: Joker 2 Professional,229,Square Enix,,,2011-03-31
DS,Advance Wars: Days of Ruin,230,Nintendo,8.4,,2008-01-21
DS,Ganbaru Watashi no Kakei Diary,231,Nintendo,,,2007-07-12
DS,Petz: Dogz Pack,232,Ubisoft,,,2008-11-04
DS,MySims Racing,233,Electronic Arts,,,2009-06-08
DS,Wipeout: The Game,234,Activision,,,2010-06-22
DS,The Golden Compass,235,Sega,,,2007-12-04
DS,Ni no Kuni: Dominion of the Dark Djinn,236,Level 5,,600000.0,2010-12-09
DS,Littlest Pet Shop: Garden,237,Electronic Arts,,,2008-10-14
DS,SimCity DS,238,Electronic Arts,,,2007-06-19
DS,Littlest Pet Shop: Jungle,239,Electronic Arts,,,2008-10-14
DS,Pokémon Trozei!,240,Nintendo,,,2006-03-06
