console,game,rank,publisher,critic_score,units_sold,release_date
NS,Naruto Shippuden: Ultimate Ninja Storm Trilogy,84,Bandai Namco Entertainment,7.5,1260000.0,2018-04-26
NS,Bayonetta,85,Nintendo,,1240000.0,2018-02-16
NS,Bayonetta 2,86,Nintendo,9.5,1230000.0,2018-02-16
NS,Resident Evil 6,87,Capcom,,1200000.0,2019-10-29
NS,Pokken Tournament DX,88,Nintendo,8.0,1160000.0,2017-09-22
NS,The Elder Scrolls V: Skyrim,89,Bethesda Softworks,8.6,,2017-11-17
NS,Game Builder Garage,90,Nintendo,,1150000.0,2021-06-11
NS,Dark Souls: Remastered,91,Bandai Namco Entertainment,8.8,1150000.0,2018-10-19
NS,Mario vs. Donkey Kong,92,Nintendo,,1120000.0,2024-02-16
NS,Crash Bandicoot N. Sane Trilogy,93,Activision,6.0,,2018-06-29
NS,Resident Evil 4,94,Capcom,,1100000.0,2019-05-21
NS,Shin Megami Tensei V,95,Sega,,1100000.0,2021-11-11
NS,FIFA 18,96,EA Sports,5.8,,2017-09-29
NS,Metroid Prime Remastered,97,Nintendo,,1090000.0,2023-02-08
NS,Bayonetta 3,98,Nintendo,,1070000.0,2022-10-28
NS,Fire Emblem Warriors: Three Hopes,99,Nintendo,,1000000.0,2022-06-24
NS,Dragon Quest Monsters: The Dark Prince,100,Square Enix,,1000000.0,2023-12-01
NS,Story of Seasons: Pioneers of Olive Town,101,Marvelous,,1000000.0,2021-03-26
NS,Puyo Puyo Tetris,102,Sega,8.3,1000000.0,2017-04-25
NS,Fitness Boxing 2: Rhythm & Exercise,103,Nintendo,,1000000.0,2020-12-04
NS,Fitness Boxing,104,Nintendo,7.0,1000000.0,2019-01-04
NS,Thief Simulator,105,Forever Entertainment S.A.,,1000000.0,2019-05-16
NS,Enter the Gungeon,106,Devolver Digital,,1000000.0,2017-12-14
NS,Bravely Default II,107,Nintendo,,950000.0,2021-02-26
NS,Mario & Sonic at the Tokyo 2020 Olympic Games,108,Sega,,900000.0,2019-11-05
NS,Super Bomberman R,109,Konami Digital Entertainment,6.3,,2017-03-03
NS,Triangle Strategy,110,Nintendo,,800000.0,2022-03-04
NS,Just Dance 2019,111,Ubisoft,,,2018-10-23
NS,Just Dance 2018,112,Ubisoft,8.0,,2017-10-24
NS,FIFA 19,113,Electronic Arts,5.9,,2018-09-28
NS,Sonic Forces,114,Sega,5.4,,2017-11-07
NS,Monster Hunter Generations Ultimate,115,Capcom,7.7,,2018-08-28
NS,Fortnite,116,Warner Bros. Interactive Entertainment,8.5,,2018-11-16
NS,Rayman Legends,117,Ubisoft,4.5,,2017-09-12
NS,Diablo III: Eternal Collection,118,Blizzard Entertainment,9.0,,2018-11-02
NS,LEGO Marvel Super Heroes 2,119,Warner Bros. Interactive Entertainment,,,2017-11-14
NS,LEGO City Undercover,120,Warner Bros. Interactive Entertainment,8.0,,2017-04-04
NS,LEGO The Incredibles,121,Warner Bros. Interactive Entertainment,6.5,,2018-06-15
NS,LEGO Worlds,122,Warner Bros. Interactive Entertainment,5.0,,2017-09-05
NS,Ultra Street Fighter II: The Final Challengers,123,Capcom,7.0,,2017-05-26
NS,Starlink: Battle for Atlas,124,Ubisoft,7.5,,2018-10-16
NS,Fire Emblem Warriors,125,Nintendo,7.3,,2017-10-20
NS,Rune Factory 5,126,Marvelous Entertainment,,500000.0,2022-03-22
NS,Live A Live,127,Nintendo,,500000.0,2022-07-22
NS,Fishing Spirits,128,Bandai Namco Games,,500000.0,2019-07-25
NS,Sonic Mania,129,Sega,8.8,,2017-08-15
NS,Minecraft: Story Mode - The Complete Adventure,130,Telltale Games,,,2017-08-22
NS,Hyrule Warriors: Definitive Edition,131,Nintendo,8.0,,2018-05-18
NS,L.A. Noire,132,Rockstar Games,7.9,,2017-11-14
NS,LEGO DC Super-Villains,133,Warner Bros. Interactive Entertainment,7.8,,2018-10-16
NS,NBA 2K18,134,2K Sports,7.5,,2017-09-19
NS,Doom (2016),135,Bethesda Softworks,8.2,,2017-11-10
NS,Nintendo Labo: Toy-Con 03 Vehicle Kit,136,Nintendo,7.0,,2018-09-14
NS,Rocket League,137,505 Games,9.2,,2018-01-16
NS,The Lego Ninjago Movie Videogame,138,Warner Bros. Interactive Entertainment,,,2017-09-22
NS,Go Vacation,139,Nintendo,,,2018-07-27
NS,Shovel Knight,140,Yacht Club Games,9.0,370000.0,2019-04-09
NS,Nintendo Labo: Toy-Con 02 Robot Kit,141,Nintendo,7.0,,2018-04-20
NS,Mega Man 11,142,Capcom,8.0,,2018-10-02
NS,LEGO Harry Potter Collection,143,Warner Bros. Interactive Entertainment,,,2018-10-30
NS,Cars 3: Driven to Win,144,Warner Bros. Interactive Entertainment,,,2017-06-13
NS,Warriors Orochi 4,145,Koei Tecmo,8.5,310000.0,2018-10-16
NS,Monopoly for Nintendo Switch,146,Ubisoft,5.3,,2017-10-31
NS,NBA 2K19,147,2K Sports,,,2018-09-11
NS,Bloodstained: Curse of the Moon,148,Inti Creates,,300000.0,2018-05-24
NS,Master Detective Archives: Rain Code,149,Spike Chunsoft,,300000.0,2023-06-30
NS,Just Dance 2017,150,Ubisoft,6.5,,2017-03-03
NS,Overcooked! 2,151,Sold Out,8.4,,2018-08-07
NS,The Binding of Isaac: Afterbirth+,152,Nicalis,9.0,,2017-03-17
NS,Carnival Games,153,2K Games,,,2018-11-06
NS,The World Ends with You: Final Remix,154,Nintendo,7.4,,2018-10-12
NS,My Hero One's Justice,155,Bandai Namco Entertainment,,,2018-10-26
NS,Mega Man Legacy Collection 1+2,156,Capcom,8.5,,2018-05-22
NS,Sid Meier's Civilization VI,157,2K Games,9.4,,2018-11-16
NS,Hollow Knight,158,Team Cherry,,250000.0,2018-06-12
NS,Kamiko,159,Flyhigh Works,,250000.0,2017-04-27
NS,Hello Neighbor,160,Gearbox Software,,,2018-07-27
NS,WWE 2K18,161,2K Sports,,,2017-12-05
NS,Attack on Titan 2,162,Koei Tecmo,7.0,,2018-03-20
NS,Skylanders Imaginators,163,Activision,6.9,,2017-03-03
NS,Dragon Quest Builders: Revive Alefgard,164,Square Enix,8.0,,2018-02-09
NS,Fate/Extella: The Umbral Star,165,Xseed Games,8.0,,2017-07-25
NS,Disgaea 5 Complete,166,NIS America,9.0,200000.0,2017-05-23
NS,Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,167,Spike Chunsoft,,200000.0,2024-02-27
NS,Valkyria Chronicles 4,168,Sega,8.6,,2018-09-25
NS,Street Fighter 30th Anniversary Collection,169,Capcom,8.5,,2018-05-29
NS,Sega Genesis Classics,170,Sega,,,2018-12-07
NS,Bendy and the Ink Machine,171,Rooster Teeth Games,,,2018-11-20
NS,Katamari Damacy Reroll,172,Bandai Namco Entertainment,8.8,,2018-12-07
NS,Axiom Verge,173,Thomas Happ Games,7.5,,2017-11-21
NS,Sports Party,174,Ubisoft,,,2018-10-30
NS,Harvest Moon: Light of Hope,175,Natsume,,,2018-05-29
NS,Xenoblade Chronicles 2: Torna ~ The Golden Country,176,Nintendo,7.5,,2018-09-21
NS,Cave Story+,177,Nicalis,,,2017-06-20
NS,Moonlighter,178,Merge Games,8.3,150000.0,2018-11-09
NS,Hatsune Miku: Project Diva MegaMix,179,Sega,,150000.0,2020-05-15
NS,RiME,180,Grey Box,4.5,,2017-11-21
NS,Gear.Club Unlimited,181,Microids,6.1,,2017-11-21
NS,Has-Been Heroes,182,GameTrust,4.8,,2017-03-28
NS,Dragon Quest Builders 2,183,Square Enix,,,2019-07-12
NS,South Park: The Fractured But Whole,184,Ubisoft,9.5,,2018-04-24
NS,NBA 2K Playgrounds 2,185,2K Games,,,2018-11-09
NS,Nickelodeon Kart Racers,186,GameMill Entertainment,2.0,,2018-10-23
NS,R.B.I. Baseball 18,187,MLB Advanced Media,,,2018-03-20
NS,Goosebumps: The Game,188,GameMill Entertainment,,,2018-10-09
NS,Paw Patrol on a Roll,189,Outright Games,,,2018-10-23
NS,Little Dragons Café,190,Aksys Games,7.0,,2018-08-24
NS,Farming Simulator 17,191,Focus Home Interactive,,,2017-11-07
NS,Shantae: Half-Genie Hero,192,Xseed Games,,,2018-05-08
NS,Batman: A Telltale Game Series,193,Telltale Games,,,2017-11-14
NS,"Snipperclips Plus: Cut It Out, Together!",194,Nintendo,8.2,,2017-03-03
NS,Pro Yakyuu Famista Evolution,195,Bandai Namco Games,,,2018-08-02
NS,The Snack World: Trejarers Gold,196,Level 5,,,2020-02-14
NS,Payday 2,197,505 Games,5.0,,2018-02-27
NS,Party Planet,198,Mastiff,,,2017-12-12
NS,Dead Cells,199,Merge Games,9.3,,2018-08-15
NS,Namco Museum Arcade Pac,200,Bandai Namco Entertainment,7.8,,2018-09-28
NS,Wolfenstein II: The New Colossus,201,Bethesda Softworks,8.3,,2018-06-29
NS,Overcooked Special Edition,202,Team 17,8.4,,2018-02-13
NS,Ys VIII: Lacrimosa of Dana,203,NIS America,8.5,,2018-06-26
NS,Troll and I,204,Maximum Games,,,2017-08-15
NS,Sumikko Gurashi: Sumikko Park e Youkoso,205,Nippon Columbia,,,2017-12-07
NS,Dragon Quest Heroes I & II for Nintendo Switch,206,Square Enix,,,2017-03-03
NS,Mutant Football League: Dynasty Edition,207,Nighthawk Interactive,,,2018-10-30
NS,Shining Resonance Refrain,208,Sega,,,2018-07-10
NS,MXGP 3: The Official Motocross Videogame,209,Milestone S.r.l.,,,2017-11-17
NS,Cartoon Network: Battle Crashers,210,GameMill Entertainment,,,2017-10-31
NS,Ben 10 (2017),211,Outright Games,,,2017-11-14
NS,R.B.I. Baseball 2017,212,MLB.com,,,2017-09-05
NS,Monster Jam: Crush It,213,GameMill,,,2017-10-31
NS,ARK: Survival Evolved,214,Studio Wildcard,4.0,,2018-11-30
NS,Seiken Densetsu Collection,215,Square Enix,,,2017-06-01
NS,Bass Pro Shops: The Strike - Championship Edition,216,Planet Entertainment,,,2018-11-09
NS,Poi,217,Polykid,5.0,,2017-02-01
NS,One Piece: Unlimited World Red Deluxe Edition,218,Namco Bandai Games,,,2017-09-29
NS,Wild Guns Reloaded,219,Natsume,,,2018-04-17
NS,Cabela's The Hunt: Championship Edition Bundle,220,Planet Entertainment,,,2018-11-09
NS,Sushi Striker: The Way of Sushido,221,Nintendo,7.9,,2018-06-08
NS,Hello Neighbor: Hide & Seek,222,Gearbox Software,,,2018-12-07
NS,BlazBlue: Cross Tag Battle,223,Arc System Works,8.0,,2018-06-05
NS,Scribblenauts: Showdown,224,Warner Bros. Interactive,,,2018-03-06
NS,Nights of Azure 2: Bride of the New Moon,225,Tecmo Koei,,,2017-10-24
NS,America's Greatest Game Shows: Wheel of Fortune and Jeopardy!,226,Ubisoft,,,2018-10-30
NS,Ittle Dew 2+,227,Nicalis,,,2017-11-14
NS,Touhou Kobuto V: Burst Battle,228,NIS America,,,2017-10-10
NS,Victor Vran: Overkill Edition,229,Wired Productions,,,2018-08-28
NS,Stern Pinball Arcade,230,Alliance Digital Media,,,2017-12-12
NS,Asterix and Obelix XXL2,231,Microids,6.5,,2018-11-29
NS,Disgaea 1 Complete,232,NIS America,8.0,,2018-10-09
NS,Azure Striker Gunvolt: Striker Pack,233,Nighthawk Interactive,,,2017-11-21
NS,Spintires: MudRunner - American Wilds,234,Maximum Games,,,2018-10-23
NS,Portal Knights,235,505 Games,,,2018-02-13
NS,One Piece: Pirate Warriors 3 - Deluxe Edition,236,Bandai Namco Entertainment,8.5,,2018-05-11
NS,Party Arcade,237,Planet Entertainment,,,2018-11-09
NS,The End is Nigh,238,Nicalis,,,2017-12-12
NS,Tiny Barbarian DX,239,Nicalis,,,2017-10-10
NS,Owlboy,240,Soedesco,9.0,,2018-05-29
NS,Little Nightmares,241,Bandai Namco Entertainment,,,2018-05-18
NS,Scribblenauts Mega Pack,242,Warner Bros. Interactive Entertainment,,,2018-09-18
NS,Brawlout,243,Merge Games,6.2,50000.0,2018-06-26
NS,VOEZ,244,PM Studios,8.5,50000.0,2018-08-14
NS,Senran Kagura Reflexions,245,Xseed Games,,50000.0,2018-09-13
NS,My Riding Stables: Life with Horses,246,TREVA Entertainment,,,2018-11-13
NS,Toki Collector's Edition,247,Microids,,,2018-11-22
NS,I am Setsuna,248,Square Enix,7.0,,2017-03-03
NS,Battle Chasers: Nightwar,249,THQ Nordic,8.5,,2018-05-15
NS,Wonder Boy: The Dragon's Trap (Remake),250,DotEmu,7.4,,2017-04-18
